ind_id,gender,car_owner,propert_owner,children,annual_income,type_income,education,marital_status,housing_type,work_phone,phone,email_id,family_members,work_experience,age,label
5028737,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,12.0,35.0,0
5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,9.0,44.0,0
5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,3.0,44.0,0
5028858,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,9.0,38.0,0
5028907,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,6.0,28.0,0
5028909,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,6.0,28.0,0
5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,48.0,0
5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,48.0,0
5028930,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,5.0,48.0,0
5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,1.0,48.0,0
5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,7.0,53.0,0
5028990,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,0,0,0,3,7.0,43.0,0
5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,0,0,0,2,1.0,34.0,0
5029028,F,N,Y,0,90000.0,Working,Lower secondary,Single / not married,Rented apartment,0,0,0,2,14.0,33.0,1
5029082,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,1,-0.0,61.0,0
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,1,3,10.0,37.0,0
5029152,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3,1.0,50.0,0
5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,13.0,44.0,0
5029191,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,9.0,44.0,0
5029194,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,9.0,53.0,0
5029225,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,2,-0.0,59.0,0
5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,0,0,2,12.0,39.0,0
5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,0,0,0,4,3.0,37.0,0
5029311,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,2,-0.0,60.0,1
5029348,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,0,0,0,2,2.0,30.0,0
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,0,0,0,2,2.0,30.0,0
5029400,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,53.0,0
5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,3,7.0,31.0,0
5029529,M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,0,1,0,2,-0.0,60.0,0
5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,2,4.0,35.0,0
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,6.0,40.0,0
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,66.0,0
5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,1,20.0,42.0,0
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,1,3,8.0,27.0,0
5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,2,6.0,30.0,0
5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,0,1,0,4,9.0,33.0,0
5033447,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,2.0,30.0,0
5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,16.0,53.0,0
5033453,F,N,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,1,7.0,30.0,1
5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,0,0,0,3,2.0,28.0,0
5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,6.0,49.0,0
5033514,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,2.0,44.0,1
5033520,F,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,5,17.0,35.0,0
5033574,F,Y,Y,1,171000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,1.0,39.0,0
5033608,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,1.0,52.0,0
5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,0,0,0,2,37.0,65.0,0
5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,11.0,53.0,0
5033714,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,9.0,38.0,0
5033728,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,6.0,38.0,0
5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,15.0,33.0,0
5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,1,1,0,2,14.0,44.0,0
5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,0,0,0,2,7.0,47.0,0
5033814,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,4.0,37.0,0
5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,0,1,0,3,8.0,44.0,0
5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,1,1,0,2,2.0,53.0,0
5033881,M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,3,11.0,30.0,0
5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,3.0,55.0,0
5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,4,5.0,31.0,0
5033906,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,51.0,0
5033916,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,10.0,36.0,1
5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,9.0,42.0,0
5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,0,0,0,2,14.0,58.0,0
5035431,M,Y,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,3.0,39.0,0
5035546,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,67.0,0
5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,2,19.0,50.0,0
5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,23.0,46.0,0
5035688,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,23.0,46.0,0
5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,61.0,0
5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,7.0,59.0,0
5035866,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,4.0,49.0,0
5036093,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,9.0,60.0,0
5036187,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,3,-0.0,57.0,0
5036219,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,3.0,43.0,0
5036319,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,2.0,50.0,0
5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,4.0,38.0,0
5036412,F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,2,-0.0,56.0,0
5036469,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2,5.0,56.0,1
5036474,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,4,8.0,44.0,0
5036562,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,3,14.0,33.0,0
5036590,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,0,0,0,2,3.0,58.0,1
5036648,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,11.0,32.0,0
5036660,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,66.0,1
5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,3,4.0,36.0,0
5036795,M,Y,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,2,4.0,53.0,1
5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,2,12.0,53.0,0
5036870,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,60.0,0
5036881,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,62.0,0
5036926,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,2,9.0,33.0,0
5036936,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,1,-0.0,62.0,0
5036958,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,6.0,33.0,0
5036996,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,1,-0.0,58.0,0
5037008,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,-0.0,57.0,0
5037088,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,59.0,0
5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,0,1,0,2,7.0,32.0,0
5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,63.0,0
5037169,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,68.0,0
5037202,F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,0,0,0,3,2.0,25.0,0
5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,0,0,0,2,7.0,35.0,0
5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,3.0,34.0,0
5037254,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,1,2.0,24.0,0
5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,4.0,33.0,0
5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2,13.0,33.0,0
5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,2,1.0,55.0,0
5038582,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,67.0,0
5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,0,0,0,3,9.0,34.0,0
5038619,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,67.0,0
5038723,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,3,-0.0,43.0,0
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,0,0,0,4,2.0,39.0,0
5038814,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,3.0,54.0,0
5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,2,5.0,47.0,0
5038897,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,63.0,0
5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,0,1,0,1,18.0,40.0,0
5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,6.0,48.0,0
5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,2,1.0,50.0,0
5041147,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,-0.0,64.0,0
5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,0,0,0,1,7.0,53.0,0
5041273,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,0,0,0,1,7.0,53.0,0
5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,64.0,0
5041320,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,0,0,0,1,10.0,52.0,0
5041355,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,0,1,0,2,-0.0,67.0,0
5041367,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,0,0,0,2,9.0,29.0,0
5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,0,0,1,2,3.0,25.0,0
5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1,3.0,45.0,0
5041522,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,0,1,3.0,45.0,1
5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,1,0,1,5.0,55.0,0
5041540,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,3,-0.0,53.0,0
5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,5.0,32.0,0
5041681,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,44.0,0
5041739,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,2.0,35.0,0
5041758,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,0,1,0,2,11.0,42.0,0
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,2,2.0,54.0,0
5041881,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,0,0,0,2,7.0,41.0,0
5041921,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,2,-0.0,44.0,0
5041980,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,1,1,0,2,13.0,41.0,0
5042064,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,1,1,0,4,21.0,44.0,1
5042082,F,Y,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,2,5.0,54.0,0
5042097,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,2,12.0,40.0,0
5042130,F,N,N,0,247500.0,Working,Higher education,Married,House / apartment,1,1,0,2,21.0,39.0,0
5042232,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,1,18.0,36.0,0
5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,4.0,30.0,0
5042296,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,3,6.0,42.0,0
5044478,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,7.0,45.0,0
5044594,M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,1,-0.0,62.0,0
5044669,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,44.0,0
5044809,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,1,4.0,25.0,0
5044818,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,1,4.0,25.0,0
5044860,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,53.0,0
5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,0,1,0,4,16.0,44.0,0
5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,0,1,0,4,16.0,44.0,0
5044940,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,0,1,0,4,16.0,44.0,0
5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,0,1,0,2,-0.0,56.0,0
5045069,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,7.0,29.0,0
5045070,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,7.0,29.0,0
5045113,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,58.0,0
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,58.0,0
5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,11.0,58.0,0
5045255,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,11.0,58.0,0
5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,2,5.0,44.0,0
5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,65.0,0
5045513,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,13.0,32.0,0
5045537,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,0,0,0,4,5.0,30.0,0
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,2.0,33.0,0
5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,0,0,0,3,4.0,43.0,0
5045623,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,3,7.0,40.0,0
5045742,M,Y,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,5.0,37.0,0
5045798,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,2,1.0,26.0,0
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,3,7.0,33.0,0
5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,62.0,0
5045844,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,25.0,58.0,0
5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,0,0,0,4,4.0,35.0,0
5045888,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,-0.0,64.0,1
5045894,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,-0.0,64.0,1
5045895,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,-0.0,64.0,1
5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,0,0,2,6.0,47.0,0
5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,13.0,42.0,0
5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,2,10.0,42.0,0
5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,-0.0,59.0,0
5046036,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,-0.0,59.0,0
5046083,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,7.0,58.0,0
5046086,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,2,7.0,58.0,0
5046093,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,1,-0.0,65.0,0
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,9.0,56.0,0
5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,4,2.0,41.0,0
5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,4,2.0,48.0,0
5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,67.0,0
5046324,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,3,7.0,43.0,1
5046328,F,N,Y,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,3,7.0,43.0,1
5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,3,3.0,28.0,0
5046340,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,1,0,0,3,5.0,29.0,0
5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,1,1,0,2,1.0,40.0,0
5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,2,6.0,54.0,0
5046398,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,-0.0,67.0,0
5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,0,1,0,2,5.0,40.0,0
5046495,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,60.0,0
5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,2,-0.0,56.0,0
5047662,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,12.0,52.0,1
5047667,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,2,2.0,24.0,0
5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,1,1,1,3,7.0,39.0,0
5047704,F,N,Y,2,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,3,5.0,41.0,0
5047787,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,3.0,29.0,0
5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,2,3.0,29.0,0
5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,10.0,35.0,0
5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,3,10.0,35.0,0
5047929,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,5.0,39.0,0
5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,4,8.0,34.0,0
5048217,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,3.0,34.0,0
5048276,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,2,5.0,28.0,0
5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,4.0,31.0,1
5048301,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,3,4.0,31.0,1
5048305,F,N,N,0,171000.0,Working,Higher education,Separated,House / apartment,0,0,0,1,5.0,60.0,0
5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,0,0,0,1,5.0,60.0,0
5048425,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,1,24.0,55.0,0
5048448,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,44.0,0
5048458,F,Y,Y,1,126000.0,Working,Higher education,Married,House / apartment,0,0,0,3,1.0,26.0,0
5048478,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,1,1.0,26.0,0
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,3.0,36.0,0
5048542,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,44.0,0
5048583,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,2,-0.0,60.0,0
5048610,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,1,10.0,42.0,0
5048642,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,1,-0.0,66.0,0
5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,0,0,0,3,8.0,36.0,0
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,3,1.0,40.0,0
5050482,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,30.0,52.0,0
5050485,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,2,30.0,52.0,0
5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,4,9.0,46.0,0
5050603,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,20.0,51.0,1
5050606,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,2,20.0,51.0,1
5050619,M,Y,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,2,6.0,28.0,0
5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,2,9.0,38.0,0
5050655,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,2,3.0,41.0,0
5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,1,0,1,1.0,32.0,1
5050724,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,1,1,0,2,7.0,36.0,0
5050729,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,1,2.0,24.0,0
5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,2,12.0,50.0,0
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,4,6.0,31.0,0
